date,total_crashes,total_segments,total_positive_segments,crash_rate,avg_crashes_last_7_days,avg_crashes_last_30_days,temperature_2m_mean,precipitation_sum,windspeed_10m_max,rain_indicator,crashes_7d_avg_city,crashes_30d_avg_city,crash_rate_7d_avg_city,crash_rate_30d_avg_city,day_of_week,month,hidden_state,state_probability_max,state_label
2018-02-24,330,11641,313,0.0268877244223004,0.1932823640580706,0.9001803968731209,7.7,3.2,18.7,1.0,315.2857142857143,347.4,0.0257955256666707,0.0284139392377516,5,2,2,1.0,High Risk Regime
2018-02-25,293,11641,284,0.0243965295077742,0.1895885233227386,0.8952839103169831,5.7,19.1,24.1,1.0,316.2857142857143,342.8333333333333,0.0259305165241081,0.0280617358188013,6,2,2,1.0,High Risk Regime
2018-02-26,328,11641,319,0.0274031440597886,0.1901898462331414,0.8835151619276694,7.0,0.0,16.6,0.0,327.42857142857144,342.76666666666665,0.0269613557990845,0.0280703261460928,0,2,2,1.0,High Risk Regime
2018-02-27,384,11641,361,0.0310110815222059,0.1968903015204879,0.8833433553818401,5.8,0.0,15.7,0.0,338.85714285714283,346.8,0.0277958447359701,0.0283853048134467,1,2,2,1.0,High Risk Regime
2018-02-28,396,11641,382,0.0328150502534146,0.2037625633536637,0.8937376514045186,8.0,0.0,20.3,0.0,342.42857142857144,349.3333333333333,0.0281271859314982,0.0285886092260115,2,2,2,1.0,High Risk Regime
2018-03-01,392,11641,373,0.0320419207971823,0.2059101451765312,0.9002663001460356,9.7,5.5,17.3,1.0,350.14285714285717,350.8333333333333,0.0288144121148158,0.0286916931535091,3,3,2,1.0,High Risk Regime
2018-03-02,527,11641,496,0.0426080233656902,0.2105489219139249,0.9041319474271968,3.5,49.7,51.0,1.0,378.57142857142856,356.06666666666666,0.0310233534183366,0.0291068923059301,4,3,2,1.0,High Risk Regime
2018-03-03,352,11641,333,0.0286057898805944,0.2276436732239498,0.9176187612748046,4.8,0.0,37.0,0.0,381.7142857142857,356.1,0.03126879134095,0.0290868482089167,5,3,2,1.0,High Risk Regime
2018-03-04,278,11641,266,0.0228502705953096,0.2295335452280731,0.9177046645477192,4.0,0.0,30.1,0.0,379.57142857142856,352.7,0.031047897210598,0.0288062308507287,6,3,2,1.0,High Risk Regime
2018-03-05,367,11641,351,0.030152048793059,0.2282449961343527,0.90894253071042,2.1,0.0,30.8,0.0,385.1428571428572,355.3666666666667,0.0314405978867794,0.0290152621481545,0,3,2,1.0,High Risk Regime
2018-03-06,395,11641,380,0.0326432437075852,0.2315952237780259,0.915814792543596,2.5,0.2,18.5,1.0,386.7142857142857,356.96666666666664,0.0316737639132622,0.0291612977121095,1,3,2,1.0,High Risk Regime
2018-03-07,263,11641,255,0.021905334593248,0.2325401597800876,0.9199381496435014,1.5,34.2,41.2,1.0,367.7142857142857,351.03333333333336,0.030115233104667,0.0286945565959396,2,3,2,1.0,High Risk Regime
2018-03-08,367,11641,347,0.0298084357014002,0.2211150244824327,0.9046473670646852,1.6,0.0,24.4,0.0,364.1428571428572,352.7,0.0297961638052695,0.0288062308507287,3,3,2,1.0,High Risk Regime
2018-03-09,474,11641,447,0.03839876299287,0.2189674426595653,0.90894253071042,1.0,0.0,31.2,0.0,356.57142857142856,355.0,0.0291948408948666,0.029012398705724,4,3,2,1.0,High Risk Regime
2018-03-10,360,11641,349,0.0299802422472296,0.2144145691950863,0.9148698565415342,1.4,0.0,29.5,0.0,357.7142857142857,354.73333333333335,0.0293911912329574,0.0290209890330154,5,3,2,1.0,High Risk Regime
2018-03-11,295,11641,280,0.0240529164161154,0.2151017953784039,0.9141826303582168,1.5,0.0,20.2,0.0,360.14285714285717,352.8333333333333,0.0295629977787868,0.0288634996993385,6,3,2,1.0,High Risk Regime
2018-03-12,416,11641,394,0.033845889528391,0.2165621510179537,0.9092861438020788,1.9,1.1,19.1,1.0,367.1428571428572,355.23333333333335,0.0300906893124056,0.0290610772270423,0,3,2,1.0,High Risk Regime
2018-03-13,340,11641,326,0.0280044669701915,0.220771411390774,0.9154711794519372,2.2,8.2,32.4,1.0,359.2857142857143,356.53333333333336,0.0294280069213494,0.0291784783666924,1,3,2,1.0,High Risk Regime
2018-03-14,346,11641,328,0.0281762735160209,0.2160467313804656,0.9188214070956104,0.7,1.4,29.1,1.0,371.1428571428572,357.23333333333335,0.0303238553388884,0.0292242934455802,2,3,2,1.0,High Risk Regime
2018-03-15,421,11641,400,0.0343613091658792,0.2231767030323855,0.920625375826819,2.5,0.0,29.1,0.0,378.8571428571428,358.23333333333335,0.0309742658338139,0.029287289179051,3,3,2,1.0,High Risk Regime
2018-03-16,488,11641,455,0.0390859891761876,0.2278154797697792,0.92320247401426,0.5,0.0,37.8,0.0,380.8571428571428,360.6333333333333,0.0310724410028593,0.0294762763794633,4,3,2,1.0,High Risk Regime
2018-03-17,349,11641,333,0.0286057898805944,0.229018125590585,0.9293875096641182,2.0,0.0,28.3,0.0,379.2857142857143,359.46666666666664,0.0308760906647686,0.0293960999914096,5,3,2,1.0,High Risk Regime
2018-03-18,313,11641,291,0.0249978524181771,0.2280731895885233,0.9263808951121038,0.6,0.0,23.6,0.0,381.8571428571428,357.46666666666664,0.0310110815222059,0.0292242934455802,6,3,2,1.0,High Risk Regime
