hidden_state,n_days,avg_total_crashes,avg_crash_rate,avg_crashes_last_7_days,avg_crashes_last_30_days,avg_temperature_2m_mean,avg_precipitation_sum,avg_windspeed_10m_max,avg_rain_indicator,state_label
0,885,149.5084745762712,0.012592837414224078,0.09059747424964458,0.3888166557224926,14.530508474576271,7.41683615819209,22.545084745762715,1.0,Low Risk Regime
1,839,150.32777115613825,0.012669964847233931,0.08957172150261306,0.383089587489207,12.025029797377831,0.0,20.24243146603099,0.0,Moderate Risk Regime
2,833,348.9783913565426,0.02869478690883616,0.20967307978083422,0.8952401852416939,11.237695078031212,4.060864345738295,21.939495798319324,0.5870348139255702,High Risk Regime
