segment_id,total_crashes,avg_crash_rate,crash_volatility,pct_days_with_crash,avg_crashes_last_7_days,avg_crashes_last_30_days,avg_temp,avg_precip,avg_wind,crash_rate_rain,crash_rate_no_rain,segment_length,road_busway,road_living_street,road_motorway,road_motorway_link,road_primary,road_primary_link,road_residential,road_secondary,road_secondary_link,road_tertiary,road_tertiary_link,road_trunk,road_trunk_link,road_unclassified
25379,28,0.010950332420805632,0.10408967237547519,0.010950332420805632,0.07665232694563942,0.3285099726241689,12.635705905357842,3.8899491591709037,21.59225655064529,0.013828238719068414,0.0076077768385460695,83.36058412718722,0,0,0,0,0,0,0,1,0,0,0,0,0,0
25387,20,0.007821666014861166,0.08811086051164636,0.007821666014861166,0.05475166210402816,0.23464998044583496,12.635705905357842,3.8899491591709037,21.59225655064529,0.006550218340611353,0.009298393913778529,180.0742046045232,0,0,0,0,0,0,1,0,0,0,0,0,0,0
25404,30,0.01134141572154869,0.11127379038996946,0.01134141572154869,0.08212749315604223,0.35197497066875244,12.635705905357842,3.8899491591709037,21.59225655064529,0.013100436681222707,0.009298393913778529,82.02930184094485,0,0,0,0,0,0,1,0,0,0,0,0,0,0
25492,59,0.022291748142354323,0.15529093175700845,0.022291748142354323,0.15995307000391085,0.6816581931951505,12.635705905357842,3.8899491591709037,21.59225655064529,0.021834061135371178,0.02282333051563821,340.2181246549728,0,0,0,0,1,0,0,0,0,0,0,0,0,0
25493,44,0.016425498631208447,0.1359526503372019,0.016425498631208447,0.12045365662886194,0.516229956980837,12.635705905357842,3.8899491591709037,21.59225655064529,0.019650655021834062,0.01267962806424345,25.099148207550822,0,0,0,0,0,0,0,0,0,1,0,0,0,0
25495,50,0.018771998435666796,0.1440286277024979,0.018771998435666796,0.13687915526007038,0.5866249511145875,12.635705905357842,3.8899491591709037,21.59225655064529,0.021834061135371178,0.015215553677092139,268.14767606396975,0,0,0,0,1,0,0,0,0,0,0,0,0,0
25502,24,0.009385999217833398,0.09644449135874777,0.009385999217833398,0.06570199452483379,0.28157997653500194,12.635705905357842,3.8899491591709037,21.59225655064529,0.00727802037845706,0.011834319526627219,22.905847830029938,0,0,0,0,0,0,1,0,0,0,0,0,0,0
25505,40,0.014470082127493155,0.13323685875768848,0.014470082127493155,0.10950332420805632,0.4649980445834963,12.635705905357842,3.8899491591709037,21.59225655064529,0.013828238719068414,0.015215553677092139,23.508841574984334,0,0,0,0,0,0,0,0,0,1,0,0,0,0
25548,126,0.04888541259288228,0.21828679351792277,0.04888541259288228,0.3449354712553774,1.468908877590927,12.635705905357842,3.8899491591709037,21.59225655064529,0.046579330422125184,0.05156382079459002,119.46375000750392,0,0,0,0,1,0,0,0,0,0,0,0,0,0
25550,38,0.014470082127493155,0.12421155994950255,0.014470082127493155,0.1040281579976535,0.4458349628470864,12.635705905357842,3.8899491591709037,21.59225655064529,0.016739446870451237,0.011834319526627219,119.46375000750392,0,0,0,0,1,0,0,0,0,0,0,0,0,0
25560,149,0.05709816190848651,0.2408883854749554,0.05709816190848651,0.40789988267500976,1.7481423543214705,12.635705905357842,3.8899491591709037,21.59225655064529,0.05604075691411936,0.058326289095519866,537.133017707281,0,0,0,0,1,0,0,0,0,0,0,0,0,0
25564,118,0.04419241298396558,0.22074932507907982,0.04419241298396558,0.32303480641376614,1.3844348846304262,12.635705905357842,3.8899491591709037,21.59225655064529,0.04512372634643377,0.04311073541842773,268.58793916156736,0,0,0,0,1,0,0,0,0,0,0,0,0,0
25565,72,0.02698474775127102,0.17240431807930343,0.02698474775127102,0.19710598357450138,0.8439577630035198,12.635705905357842,3.8899491591709037,21.59225655064529,0.026200873362445413,0.027895181741335588,537.133017707281,0,0,0,0,1,0,0,0,0,0,0,0,0,0
25567,49,0.01838091513492374,0.14271705183253297,0.01838091513492374,0.1321861556511537,0.56394211967149,12.635705905357842,3.8899491591709037,21.59225655064529,0.019650655021834062,0.0169061707523246,268.70200957083955,0,0,0,0,1,0,0,0,0,0,0,0,0,0
25569,58,0.021900664841611264,0.15408419412651234,0.021900664841611264,0.15877982010168165,0.6804849432929214,12.635705905357842,3.8899491591709037,21.59225655064529,0.027656477438136828,0.015215553677092139,23.023827976344176,0,0,0,0,0,0,1,0,0,0,0,0,0,0
25574,79,0.030113414157215485,0.17753225931817584,0.030113414157215485,0.21626906531091122,0.926867422761048,12.635705905357842,3.8899491591709037,21.59225655064529,0.03202328966521106,0.027895181741335588,23.40496266894679,0,0,0,0,0,0,1,0,0,0,0,0,0,0
25578,53,0.02072741493938209,0.14249817697569933,0.02072741493938209,0.1450919045756746,0.6218224481814627,12.635705905357842,3.8899491591709037,21.59225655064529,0.021834061135371178,0.01944209636517329,23.89679888993731,0,0,0,0,0,0,1,0,0,0,0,0,0,0
25579,92,0.03480641376613219,0.1924736745433478,0.03480641376613219,0.25185764567852953,1.0793899100508408,12.635705905357842,3.8899491591709037,21.59225655064529,0.036390101892285295,0.03296703296703297,240.92303638478836,0,0,0,0,1,0,0,0,0,0,0,0,0,0
25581,39,0.014861165428236215,0.12572973582601785,0.014861165428236215,0.1067657411028549,0.4575674618693782,12.635705905357842,3.8899491591709037,21.59225655064529,0.01455604075691412,0.015215553677092139,22.810762218366207,0,0,0,0,1,0,0,0,0,0,0,0,0,0
25583,27,0.010559249120062574,0.10223423554634622,0.010559249120062574,0.07391474384043802,0.30113414157215485,12.635705905357842,3.8899491591709037,21.59225655064529,0.013100436681222707,0.0076077768385460695,179.40002096559306,0,0,0,0,1,0,0,0,0,0,0,0,0,0
25588,63,0.024247164646069613,0.15755341690407668,0.024247164646069613,0.1705123191239734,0.7281971059835745,12.635705905357842,3.8899491591709037,21.59225655064529,0.029839883551673944,0.01775147928994083,269.27771183733444,0,0,0,0,1,0,0,0,0,0,0,0,0,0
25590,40,0.014861165428236215,0.13026737088832996,0.014861165428236215,0.10950332420805632,0.4692999608916699,12.635705905357842,3.8899491591709037,21.59225655064529,0.013828238719068414,0.016060862214708368,23.27691974446611,0,0,0,0,0,0,1,0,0,0,0,0,0,0
25591,50,0.019163081736409855,0.14128613868460776,0.019163081736409855,0.13687915526007038,0.5866249511145875,12.635705905357842,3.8899491591709037,21.59225655064529,0.019650655021834062,0.018596787827557058,253.11796224638428,0,0,0,0,1,0,0,0,0,0,0,0,0,0
25594,35,0.01329683222526398,0.11953372334149133,0.01329683222526398,0.09581540868204928,0.4106374657802112,12.635705905357842,3.8899491591709037,21.59225655064529,0.015283842794759825,0.01098901098901099,22.961214135934135,0,0,0,0,0,0,1,0,0,0,0,0,0,0
25599,36,0.01368791552600704,0.1211143422456186,0.01368791552600704,0.09855299178725069,0.4168947985921001,12.635705905357842,3.8899491591709037,21.59225655064529,0.012372634643377001,0.015215553677092139,144.84759304637652,0,0,0,0,1,0,0,0,0,0,0,0,0,0
25601,30,0.011732499022291749,0.10770043553436706,0.011732499022291749,0.08212749315604223,0.35197497066875244,12.635705905357842,3.8899491591709037,21.59225655064529,0.012372634643377001,0.01098901098901099,23.573533450840227,0,0,0,0,0,0,1,0,0,0,0,0,0,0
25609,67,0.026202581149784906,0.15976854721371517,0.026202581149784906,0.18341806804849434,0.7860774344935472,12.635705905357842,3.8899491591709037,21.59225655064529,0.022561863173216887,0.030431107354184278,25.460974303472295,0,0,0,0,0,0,1,0,0,0,0,0,0,0
25614,34,0.01329683222526398,0.11456508852499778,0.01329683222526398,0.09307782557684786,0.3989049667579194,12.635705905357842,3.8899491591709037,21.59225655064529,0.013828238719068414,0.01267962806424345,250.78028159533267,0,0,0,0,1,0,0,0,0,0,0,0,0,0
25618,56,0.021509581540868204,0.14903650229911675,0.021509581540868204,0.15330465389127884,0.6570199452483378,12.635705905357842,3.8899491591709037,21.59225655064529,0.019650655021834062,0.023668639053254437,86.94443680498655,0,0,0,0,1,0,0,0,0,0,0,0,0,0
25620,98,0.037152913570590536,0.1980381438216364,0.037152913570590536,0.268283144309738,1.1497849041845913,12.635705905357842,3.8899491591709037,21.59225655064529,0.03711790393013101,0.037193575655114115,24.948374459944752,0,0,0,0,0,0,0,0,0,1,0,0,0,0
25627,54,0.019554165037152915,0.15430646636300474,0.019554165037152915,0.14782948768087603,0.6319906140007822,12.635705905357842,3.8899491591709037,21.59225655064529,0.021834061135371178,0.0169061707523246,235.2358883662076,0,0,0,0,0,0,0,1,0,0,0,0,0,0
25628,71,0.02737583105201408,0.16670017160990225,0.02737583105201408,0.19436840046929996,0.8330074305827141,12.635705905357842,3.8899491591709037,21.59225655064529,0.02911208151382824,0.0253592561284869,12.894204599997476,0,0,0,0,0,0,0,1,0,0,0,0,0,0
25631,38,0.014861165428236215,0.12102082057080221,0.014861165428236215,0.1020727414939382,0.42588971450919044,12.635705905357842,3.8899491591709037,21.59225655064529,0.010917030567685589,0.01944209636517329,95.4136779603518,0,0,0,0,0,0,1,0,0,0,0,0,0,0
25634,30,0.011732499022291749,0.10770043553436712,0.011732499022291749,0.08212749315604223,0.35197497066875244,12.635705905357842,3.8899491591709037,21.59225655064529,0.010189228529839884,0.013524936601859678,90.88982819389472,0,0,0,0,0,0,1,0,0,0,0,0,0,0
25635,30,0.011732499022291749,0.10770043553436705,0.011732499022291749,0.08212749315604223,0.3464998044583496,12.635705905357842,3.8899491591709037,21.59225655064529,0.01455604075691412,0.0084530853761623,91.21397916625408,0,0,0,0,0,0,1,0,0,0,0,0,0,0
25641,29,0.01134141572154869,0.10591116494850432,0.01134141572154869,0.07938991005084083,0.3402424716464607,12.635705905357842,3.8899491591709037,21.59225655064529,0.010189228529839884,0.01267962806424345,90.3527502725199,0,0,0,0,0,0,1,0,0,0,0,0,0,0
25647,23,0.00899491591709034,0.09443248851994743,0.00899491591709034,0.06296441141963238,0.2698474775127102,12.635705905357842,3.8899491591709037,21.59225655064529,0.009461426491994178,0.0084530853761623,91.11163625216956,0,0,0,0,0,0,1,0,0,0,0,0,0,0
25648,36,0.01329683222526398,0.12741125980267937,0.01329683222526398,0.09855299178725069,0.42236996480250294,12.635705905357842,3.8899491591709037,21.59225655064529,0.013100436681222707,0.013524936601859678,90.41331664825572,0,0,0,0,0,0,1,0,0,0,0,0,0,0
25649,22,0.008212749315604223,0.09651744124342773,0.008212749315604223,0.06022682831443097,0.2581149784904185,12.635705905357842,3.8899491591709037,21.59225655064529,0.00727802037845706,0.009298393913778529,228.58468047566245,0,0,0,0,0,0,1,0,0,0,0,0,0,0
25654,42,0.016425498631208447,0.12712994266875668,0.016425498631208447,0.11497849041845913,0.49276495893625344,12.635705905357842,3.8899491591709037,21.59225655064529,0.01601164483260553,0.0169061707523246,90.34371946439197,0,0,0,0,0,0,1,0,0,0,0,0,0,0
25668,34,0.01329683222526398,0.11456508852499801,0.01329683222526398,0.09307782557684786,0.3989049667579194,12.635705905357842,3.8899491591709037,21.59225655064529,0.01455604075691412,0.011834319526627219,76.03382795966257,0,0,0,0,0,0,1,0,0,0,0,0,0,0
25669,40,0.01564333202972233,0.12411544098636829,0.01564333202972233,0.10950332420805632,0.4692999608916699,12.635705905357842,3.8899491591709037,21.59225655064529,0.016739446870451237,0.014370245139475908,248.7285762525308,0,0,0,0,0,0,1,0,0,0,0,0,0,0
25670,57,0.02111849824012515,0.15540518290829208,0.02111849824012515,0.15604223699648026,0.6687524442706296,12.635705905357842,3.8899491591709037,21.59225655064529,0.021834061135371178,0.02028740490278952,78.7648572200084,0,0,0,0,0,0,0,1,0,0,0,0,0,0
25680,49,0.01838091513492374,0.14271705183253297,0.01838091513492374,0.134141572154869,0.5748924520922957,12.635705905357842,3.8899491591709037,21.59225655064529,0.018195050946142648,0.018596787827557058,248.2442781927964,0,0,0,0,0,0,1,0,0,0,0,0,0,0
25683,20,0.007821666014861166,0.08811086051164635,0.007821666014861166,0.05475166210402816,0.23464998044583496,12.635705905357842,3.8899491591709037,21.59225655064529,0.008005822416302766,0.0076077768385460695,99.08245245341408,0,0,0,0,0,0,1,0,0,0,0,0,0,0
25684,53,0.02072741493938209,0.14249817697569947,0.02072741493938209,0.1450919045756746,0.6218224481814627,12.635705905357842,3.8899491591709037,21.59225655064529,0.019650655021834062,0.02197802197802198,233.45287353031983,0,0,0,0,0,0,1,0,0,0,0,0,0,0
25686,20,0.007821666014861166,0.08811086051164638,0.007821666014861166,0.05475166210402816,0.23464998044583496,12.635705905357842,3.8899491591709037,21.59225655064529,0.00727802037845706,0.0084530853761623,232.69578790643737,0,0,0,0,0,0,1,0,0,0,0,0,0,0
25690,65,0.025029331247555728,0.1598949100476295,0.025029331247555728,0.17794290183809153,0.7626124364489636,12.635705905357842,3.8899491591709037,21.59225655064529,0.021834061135371178,0.028740490278951817,183.00824837791404,0,0,0,0,0,0,1,0,0,0,0,0,0,0
25692,20,0.007430582714118107,0.09244455826905847,0.007430582714118107,0.05475166210402816,0.23464998044583496,12.635705905357842,3.8899491591709037,21.59225655064529,0.00363901018922853,0.011834319526627219,52.777687520993176,0,0,0,0,0,0,1,0,0,0,0,0,0,0
25739,34,0.01329683222526398,0.11456508852499793,0.01329683222526398,0.09307782557684786,0.3989049667579194,12.635705905357842,3.8899491591709037,21.59225655064529,0.010189228529839884,0.0169061707523246,193.9902583698353,0,0,0,0,0,0,0,0,0,1,0,0,0,0
25744,25,0.009777082518576457,0.09841381471547948,0.009777082518576457,0.06843957763003519,0.29331247555729373,12.635705905357842,3.8899491591709037,21.59225655064529,0.008733624454148471,0.01098901098901099,140.35727528752346,0,0,0,0,0,0,1,0,0,0,0,0,0,0
25752,23,0.00899491591709034,0.09443248851994737,0.00899491591709034,0.06296441141963238,0.2698474775127102,12.635705905357842,3.8899491591709037,21.59225655064529,0.009461426491994178,0.0084530853761623,140.88683313432733,0,0,0,0,0,0,1,0,0,0,0,0,0,0
25756,20,0.007821666014861166,0.08811086051164642,0.007821666014861166,0.05475166210402816,0.23464998044583496,12.635705905357842,3.8899491591709037,21.59225655064529,0.00727802037845706,0.0084530853761623,91.71763129659914,0,0,0,0,0,0,1,0,0,0,0,0,0,0
25758,26,0.010168165819319515,0.10034297149419809,0.010168165819319515,0.07117716073523661,0.30504497457958546,12.635705905357842,3.8899491591709037,21.59225655064529,0.005094614264919942,0.016060862214708368,73.26725336867948,0,0,0,0,0,0,1,0,0,0,0,0,0,0
25759,34,0.012905748924520923,0.11793062419151001,0.012905748924520923,0.09307782557684786,0.3836527180289402,12.635705905357842,3.8899491591709037,21.59225655064529,0.01601164483260553,0.009298393913778529,103.47732563602338,0,0,0,0,0,0,1,0,0,0,0,0,0,0
25769,31,0.012123582323034806,0.10945906429283532,0.012123582323034806,0.08486507626124365,0.36370746969104417,12.635705905357842,3.8899491591709037,21.59225655064529,0.009461426491994178,0.015215553677092139,88.22368754824151,0,0,0,0,0,0,0,0,0,1,0,0,0,0
25776,32,0.012123582323034806,0.1146532001250722,0.012123582323034806,0.08760265936644505,0.37543996871333596,12.635705905357842,3.8899491591709037,21.59225655064529,0.013100436681222707,0.01098901098901099,83.0908547348886,0,0,0,0,0,0,0,0,0,1,0,0,0,0
25786,38,0.014470082127493155,0.12421155994950248,0.014470082127493155,0.1040281579976535,0.4458349628470864,12.635705905357842,3.8899491591709037,21.59225655064529,0.012372634643377001,0.0169061707523246,226.44904818642144,0,0,0,0,0,0,1,0,0,0,0,0,0,0
25797,23,0.00899491591709034,0.0944324885199473,0.00899491591709034,0.06296441141963238,0.2671098944075088,12.635705905357842,3.8899491591709037,21.59225655064529,0.010917030567685589,0.006762468300929839,99.82727847071044,0,0,0,0,0,0,1,0,0,0,0,0,0,0
25800,35,0.01368791552600704,0.1162146221541063,0.01368791552600704,0.09581540868204928,0.4106374657802112,12.635705905357842,3.8899491591709037,21.59225655064529,0.008733624454148471,0.01944209636517329,92.56822408761197,0,0,0,0,0,0,0,1,0,0,0,0,0,0
25802,39,0.014861165428236215,0.12572973582601796,0.014861165428236215,0.1067657411028549,0.4575674618693782,12.635705905357842,3.8899491591709037,21.59225655064529,0.01601164483260553,0.013524936601859678,81.15189329977261,0,0,0,0,0,0,0,1,0,0,0,0,0,0
25805,45,0.01759874853343762,0.13151348478672964,0.01759874853343762,0.12319123973406336,0.5279624560031286,12.635705905357842,3.8899491591709037,21.59225655064529,0.01601164483260553,0.01944209636517329,81.78652327756167,0,0,0,0,0,0,0,0,0,1,0,0,0,0
25810,29,0.010950332420805632,0.1095429024364782,0.010950332420805632,0.07938991005084083,0.3402424716464607,12.635705905357842,3.8899491591709037,21.59225655064529,0.009461426491994178,0.01267962806424345,82.2025960084902,0,0,0,0,0,0,0,0,0,1,0,0,0,0
25811,29,0.01134141572154869,0.10591116494850417,0.01134141572154869,0.07938991005084083,0.3402424716464607,12.635705905357842,3.8899491591709037,21.59225655064529,0.013100436681222707,0.009298393913778529,82.14188124175375,0,0,0,0,0,0,0,0,0,1,0,0,0,0
25832,40,0.01564333202972233,0.12411544098636819,0.01564333202972233,0.10950332420805632,0.4692999608916699,12.635705905357842,3.8899491591709037,21.59225655064529,0.020378457059679767,0.01014370245139476,257.90283783712715,0,0,0,0,0,0,1,0,0,0,0,0,0,0
25839,33,0.012514665623777864,0.11630411521758692,0.012514665623777864,0.09034024247164646,0.3820883848259679,12.635705905357842,3.8899491591709037,21.59225655064529,0.009461426491994178,0.016060862214708368,263.8856855773572,0,0,0,0,0,0,0,1,0,0,0,0,0,0
25842,21,0.007821666014861166,0.09450375344321588,0.007821666014861166,0.057489245209229566,0.24638247946812672,12.635705905357842,3.8899491591709037,21.59225655064529,0.009461426491994178,0.005917159763313609,85.41718071295671,0,0,0,0,0,0,1,0,0,0,0,0,0,0
25845,35,0.01368791552600704,0.11621462215410623,0.01368791552600704,0.09581540868204928,0.4106374657802112,12.635705905357842,3.8899491591709037,21.59225655064529,0.013100436681222707,0.014370245139475908,237.71275963707424,0,0,0,0,0,0,0,1,0,0,0,0,0,0
25847,38,0.014861165428236215,0.12102082057080213,0.014861165428236215,0.1040281579976535,0.4458349628470864,12.635705905357842,3.8899491591709037,21.59225655064529,0.016739446870451237,0.01267962806424345,237.31625207772203,0,0,0,0,0,0,0,1,0,0,0,0,0,0
25851,43,0.016425498631208447,0.13161582630641963,0.016425498631208447,0.11771607352366054,0.5044974579585452,12.635705905357842,3.8899491591709037,21.59225655064529,0.015283842794759825,0.01775147928994083,237.37882494936477,0,0,0,0,0,0,0,1,0,0,0,0,0,0
25854,22,0.008212749315604223,0.09651744124342775,0.008212749315604223,0.06022682831443097,0.2581149784904185,12.635705905357842,3.8899491591709037,21.59225655064529,0.008733624454148471,0.0076077768385460695,237.52334642718483,0,0,0,0,0,0,0,1,0,0,0,0,0,0
25861,34,0.01329683222526398,0.11456508852499786,0.01329683222526398,0.09307782557684786,0.3989049667579194,12.635705905357842,3.8899491591709037,21.59225655064529,0.011644832605531296,0.015215553677092139,85.597812395706,0,0,0,0,0,0,0,0,0,1,0,0,0,0
25864,25,0.009777082518576457,0.09841381471547953,0.009777082518576457,0.06843957763003519,0.29331247555729373,12.635705905357842,3.8899491591709037,21.59225655064529,0.011644832605531296,0.0076077768385460695,85.61230446781887,0,0,0,0,0,0,0,0,0,1,0,0,0,0
25874,28,0.010950332420805632,0.10408967237547521,0.010950332420805632,0.07665232694563942,0.3285099726241689,12.635705905357842,3.8899491591709037,21.59225655064529,0.012372634643377001,0.009298393913778529,53.78646916242718,0,0,0,0,0,0,0,1,0,0,0,0,0,0
25875,31,0.012123582323034806,0.1094590642928353,0.012123582323034806,0.08486507626124365,0.3609698865858428,12.635705905357842,3.8899491591709037,21.59225655064529,0.010917030567685589,0.013524936601859678,116.79523590730426,0,0,0,0,1,0,0,0,0,0,0,0,0,0
25876,51,0.01994524833789597,0.13983949039191376,0.01994524833789597,0.1396167383652718,0.5983574501368791,12.635705905357842,3.8899491591709037,21.59225655064529,0.018922852983988356,0.021132713440405747,187.270947684909,0,0,0,0,0,0,1,0,0,0,0,0,0,0
25879,39,0.015252248728979272,0.12257852119120106,0.015252248728979272,0.1067657411028549,0.4575674618693782,12.635705905357842,3.8899491591709037,21.59225655064529,0.01601164483260553,0.014370245139475908,219.77417278289545,0,0,0,0,0,0,1,0,0,0,0,0,0,0
25883,30,0.011732499022291749,0.10770043553436708,0.011732499022291749,0.08212749315604223,0.35197497066875244,12.635705905357842,3.8899491591709037,21.59225655064529,0.011644832605531296,0.011834319526627219,79.25863071683432,0,0,0,0,0,0,1,0,0,0,0,0,0,0
25893,21,0.007821666014861166,0.09450375344321575,0.007821666014861166,0.057489245209229566,0.24638247946812672,12.635705905357842,3.8899491591709037,21.59225655064529,0.005094614264919942,0.01098901098901099,137.1888889478187,0,0,0,0,0,0,0,0,0,0,0,0,0,1
25906,58,0.02111849824012515,0.15908137573749415,0.02111849824012515,0.15877982010168165,0.6804849432929214,12.635705905357842,3.8899491591709037,21.59225655064529,0.023289665211062592,0.018596787827557058,479.867169926959,0,0,0,0,1,0,0,0,0,0,0,0,0,0
25921,28,0.010950332420805632,0.10408967237547508,0.010950332420805632,0.07665232694563942,0.3285099726241689,12.635705905357842,3.8899491591709037,21.59225655064529,0.011644832605531296,0.01014370245139476,85.36980327911918,0,0,0,0,0,0,1,0,0,0,0,0,0,0
25936,23,0.00899491591709034,0.09443248851994737,0.00899491591709034,0.06296441141963238,0.2698474775127102,12.635705905357842,3.8899491591709037,21.59225655064529,0.011644832605531296,0.005917159763313609,15.540536365170434,0,0,0,0,0,0,1,0,0,0,0,0,0,0
25938,20,0.007821666014861166,0.08811086051164645,0.007821666014861166,0.05475166210402816,0.23464998044583496,12.635705905357842,3.8899491591709037,21.59225655064529,0.00727802037845706,0.0084530853761623,215.0986238101588,0,0,0,0,0,0,1,0,0,0,0,0,0,0
25964,25,0.009385999217833398,0.10231203028144474,0.009385999217833398,0.06843957763003519,0.2894016425498631,12.635705905357842,3.8899491591709037,21.59225655064529,0.008733624454148471,0.01014370245139476,237.40209151188003,0,0,0,0,0,0,1,0,0,0,0,0,0,0
25972,24,0.009385999217833398,0.09644449135874776,0.009385999217833398,0.06570199452483379,0.28157997653500194,12.635705905357842,3.8899491591709037,21.59225655064529,0.009461426491994178,0.009298393913778529,237.22968316549637,0,0,0,0,0,0,1,0,0,0,0,0,0,0
25985,21,0.007821666014861166,0.09450375344321588,0.007821666014861166,0.057489245209229566,0.24638247946812672,12.635705905357842,3.8899491591709037,21.59225655064529,0.008005822416302766,0.0076077768385460695,177.32151859531902,0,0,0,0,0,0,1,0,0,0,0,0,0,0
25990,38,0.014861165428236215,0.12102082057080232,0.014861165428236215,0.1040281579976535,0.4458349628470864,12.635705905357842,3.8899491591709037,21.59225655064529,0.020378457059679767,0.0084530853761623,81.91508066271197,0,0,0,0,1,0,0,0,0,0,0,0,0,0
26011,130,0.048494329292139225,0.2301515900198621,0.048494329292139225,0.35588580367618305,1.5252248728979272,12.635705905357842,3.8899491591709037,21.59225655064529,0.04294032023289665,0.054945054945054944,84.98593446477327,0,0,0,0,1,0,0,0,0,0,0,0,0,0
26020,20,0.007821666014861166,0.08811086051164632,0.007821666014861166,0.05475166210402816,0.23464998044583496,12.635705905357842,3.8899491591709037,21.59225655064529,0.006550218340611353,0.009298393913778529,78.89574390568721,0,0,0,0,1,0,0,0,0,0,0,0,0,0
26024,44,0.016425498631208447,0.13595265033720164,0.016425498631208447,0.12045365662886194,0.5111458740711772,12.635705905357842,3.8899491591709037,21.59225655064529,0.020378457059679767,0.011834319526627219,13.16526718549798,0,0,0,0,0,0,1,0,0,0,0,0,0,0
26027,30,0.011732499022291749,0.10770043553436695,0.011732499022291749,0.08212749315604223,0.33985138834571765,12.635705905357842,3.8899491591709037,21.59225655064529,0.009461426491994178,0.014370245139475908,12.596095164687808,0,0,0,0,0,0,0,1,0,0,0,0,0,0
26032,24,0.00899491591709034,0.1004191840581573,0.00899491591709034,0.06570199452483379,0.28157997653500194,12.635705905357842,3.8899491591709037,21.59225655064529,0.009461426491994178,0.0084530853761623,235.78484417848753,0,0,0,0,0,0,0,0,0,1,0,0,0,0
26033,134,0.0496675791943684,0.23651230522125305,0.0496675791943684,0.3668361360969887,1.5721548689870943,12.635705905357842,3.8899491591709037,21.59225655064529,0.049490538573508006,0.049873203719357564,12.621607185015884,0,0,0,0,0,0,0,1,0,0,0,0,0,0
26089,54,0.02111849824012515,0.14380749322480732,0.02111849824012515,0.14782948768087603,0.6335549472037544,12.635705905357842,3.8899491591709037,21.59225655064529,0.021106259097525473,0.021132713440405747,84.92084614153586,0,0,0,0,0,0,0,0,0,1,0,0,0,0
26095,62,0.024247164646069613,0.15384568894264722,0.024247164646069613,0.1697301525224873,0.7274149393820883,12.635705905357842,3.8899491591709037,21.59225655064529,0.021834061135371178,0.027049873203719356,208.76631783462,0,0,0,0,0,0,0,1,0,0,0,0,0,0
26097,26,0.009777082518576457,0.10416901910714156,0.009777082518576457,0.07117716073523661,0.30504497457958546,12.635705905357842,3.8899491591709037,21.59225655064529,0.012372634643377001,0.006762468300929839,211.57993778501975,0,0,0,0,0,0,1,0,0,0,0,0,0,0
26099,25,0.009777082518576457,0.09841381471547954,0.009777082518576457,0.06843957763003519,0.29331247555729373,12.635705905357842,3.8899491591709037,21.59225655064529,0.011644832605531296,0.0076077768385460695,210.2944930905637,0,0,0,0,0,0,1,0,0,0,0,0,0,0
26102,21,0.008212749315604223,0.09026896920535647,0.008212749315604223,0.057489245209229566,0.24638247946812672,12.635705905357842,3.8899491591709037,21.59225655064529,0.006550218340611353,0.01014370245139476,208.36077239823345,0,0,0,0,0,0,1,0,0,0,0,0,0,0
26114,30,0.011732499022291749,0.10770043553436703,0.011732499022291749,0.08212749315604223,0.35197497066875244,12.635705905357842,3.8899491591709037,21.59225655064529,0.010917030567685589,0.01267962806424345,73.7983413836475,0,0,0,0,0,0,1,0,0,0,0,0,0,0
26117,29,0.01134141572154869,0.10591116494850408,0.01134141572154869,0.07938991005084083,0.3402424716464607,12.635705905357842,3.8899491591709037,21.59225655064529,0.010917030567685589,0.011834319526627219,241.57700594653448,0,0,0,0,0,0,1,0,0,0,0,0,0,0
26124,27,0.010559249120062574,0.1022342355463463,0.010559249120062574,0.07391474384043802,0.3167774736018772,12.635705905357842,3.8899491591709037,21.59225655064529,0.012372634643377001,0.0084530853761623,79.11149508540487,0,0,0,0,0,0,0,0,0,1,0,0,0,0
26125,22,0.008603832616347283,0.09237501745991732,0.008603832616347283,0.06022682831443097,0.2581149784904185,12.635705905357842,3.8899491591709037,21.59225655064529,0.010189228529839884,0.006762468300929839,144.7236628744131,0,0,0,0,0,0,1,0,0,0,0,0,0,0
26126,43,0.016816581931951506,0.1286089154019391,0.016816581931951506,0.11771607352366054,0.5044974579585452,12.635705905357842,3.8899491591709037,21.59225655064529,0.021834061135371178,0.01098901098901099,78.94585341983569,0,0,0,0,0,0,0,0,0,1,0,0,0,0
26127,41,0.016034415330465387,0.12563234262357448,0.016034415330465387,0.11224090731325773,0.48103245991396165,12.635705905357842,3.8899491591709037,21.59225655064529,0.010917030567685589,0.02197802197802198,79.28007988061907,0,0,0,0,0,0,0,0,0,1,0,0,0,0
26128,29,0.01134141572154869,0.10591116494850411,0.01134141572154869,0.07938991005084083,0.3402424716464607,12.635705905357842,3.8899491591709037,21.59225655064529,0.011644832605531296,0.01098901098901099,79.03153954167031,0,0,0,0,0,0,0,0,0,1,0,0,0,0
26131,27,0.010559249120062574,0.10223423554634625,0.010559249120062574,0.07391474384043802,0.3167774736018772,12.635705905357842,3.8899491591709037,21.59225655064529,0.013100436681222707,0.0076077768385460695,79.80027171047864,0,0,0,0,0,0,1,0,0,0,0,0,0,0
26136,33,0.012123582323034806,0.11962073327815803,0.012123582323034806,0.09034024247164646,0.3871724677356277,12.635705905357842,3.8899491591709037,21.59225655064529,0.011644832605531296,0.01267962806424345,37.67271534469546,0,0,0,0,0,0,0,0,0,1,0,0,0,0
