segment_id,total_crashes,avg_crash_rate,crash_volatility,pct_days_with_crash,avg_crashes_last_7_days,avg_crashes_last_30_days,avg_temp,avg_precip,avg_wind,crash_rate_rain,crash_rate_no_rain,segment_length,road_busway,road_living_street,road_motorway,road_motorway_link,road_primary,road_primary_link,road_residential,road_secondary,road_secondary_link,road_tertiary,road_tertiary_link,road_trunk,road_trunk_link,road_unclassified
3259,39,0.014861165428236215,0.12572973582601796,0.014861165428236215,0.1067657411028549,0.4575674618693782,12.635705905357842,3.8899491591709037,21.59225655064529,0.012372634643377001,0.01775147928994083,112.8183833111552,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3264,21,0.008212749315604223,0.09026896920535658,0.008212749315604223,0.057489245209229566,0.24638247946812672,12.635705905357842,3.8899491591709037,21.59225655064529,0.006550218340611353,0.01014370245139476,225.19384615178816,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3276,22,0.008603832616347283,0.09237501745991719,0.008603832616347283,0.06022682831443097,0.254986312084474,12.635705905357842,3.8899491591709037,21.59225655064529,0.012372634643377001,0.00422654268808115,157.3133106576758,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3277,34,0.01329683222526398,0.114565088524998,0.01329683222526398,0.09307782557684786,0.39342980054751664,12.635705905357842,3.8899491591709037,21.59225655064529,0.012372634643377001,0.014370245139475908,76.43685125878378,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3283,37,0.014470082127493155,0.11944152608647673,0.014470082127493155,0.10129057489245209,0.43410246382479467,12.635705905357842,3.8899491591709037,21.59225655064529,0.01455604075691412,0.014370245139475908,201.4342839474372,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3287,45,0.01759874853343762,0.1315134847867296,0.01759874853343762,0.12201798983183418,0.5177942901838092,12.635705905357842,3.8899491591709037,21.59225655064529,0.015283842794759825,0.02028740490278952,15.8928172011211,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3289,20,0.007821666014861166,0.08811086051164638,0.007821666014861166,0.05475166210402816,0.23464998044583496,12.635705905357842,3.8899491591709037,21.59225655064529,0.00363901018922853,0.01267962806424345,133.01610904031102,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3300,57,0.021509581540868204,0.15286692991389988,0.021509581540868204,0.15604223699648026,0.6566288619475948,12.635705905357842,3.8899491591709037,21.59225655064529,0.022561863173216887,0.02028740490278952,15.060486925748116,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3312,28,0.010168165819319515,0.11135351418860026,0.010168165819319515,0.07665232694563942,0.3285099726241689,12.635705905357842,3.8899491591709037,21.59225655064529,0.010917030567685589,0.009298393913778529,164.2530216413669,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3321,42,0.016425498631208447,0.12712994266875668,0.016425498631208447,0.11497849041845913,0.49276495893625344,12.635705905357842,3.8899491591709037,21.59225655064529,0.019650655021834062,0.01267962806424345,10.28933291419458,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3333,24,0.009385999217833398,0.09644449135874765,0.009385999217833398,0.06570199452483379,0.2792334767305436,12.635705905357842,3.8899491591709037,21.59225655064529,0.008005822416302766,0.01098901098901099,122.95914109323904,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3343,22,0.008603832616347283,0.09237501745991705,0.008603832616347283,0.06022682831443097,0.2581149784904185,12.635705905357842,3.8899491591709037,21.59225655064529,0.008733624454148471,0.0084530853761623,91.2492373273744,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3344,30,0.011732499022291749,0.10770043553436708,0.011732499022291749,0.08212749315604223,0.35197497066875244,12.635705905357842,3.8899491591709037,21.59225655064529,0.012372634643377001,0.01098901098901099,82.62044149719733,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3380,20,0.007821666014861166,0.08811086051164636,0.007821666014861166,0.05475166210402816,0.23464998044583496,12.635705905357842,3.8899491591709037,21.59225655064529,0.010917030567685589,0.00422654268808115,86.78741197450587,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3386,20,0.007430582714118107,0.09244455826905836,0.007430582714118107,0.05475166210402816,0.23464998044583496,12.635705905357842,3.8899491591709037,21.59225655064529,0.005094614264919942,0.01014370245139476,126.99176633978188,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3402,29,0.01134141572154869,0.10591116494850426,0.01134141572154869,0.07938991005084083,0.3402424716464607,12.635705905357842,3.8899491591709037,21.59225655064529,0.010917030567685589,0.011834319526627219,75.20001726119781,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3405,23,0.00899491591709034,0.0944324885199475,0.00899491591709034,0.06296441141963238,0.2698474775127102,12.635705905357842,3.8899491591709037,21.59225655064529,0.009461426491994178,0.0084530853761623,8.189600009260687,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3406,21,0.008212749315604223,0.09026896920535668,0.008212749315604223,0.057489245209229566,0.24638247946812672,12.635705905357842,3.8899491591709037,21.59225655064529,0.008005822416302766,0.0084530853761623,71.72204932893936,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3407,31,0.011732499022291749,0.11297680898893171,0.011732499022291749,0.08486507626124365,0.36370746969104417,12.635705905357842,3.8899491591709037,21.59225655064529,0.013100436681222707,0.01014370245139476,74.22300275359741,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3415,34,0.01329683222526398,0.11456508852499771,0.01329683222526398,0.09307782557684786,0.3989049667579194,12.635705905357842,3.8899491591709037,21.59225655064529,0.013100436681222707,0.013524936601859678,128.96712231124312,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3423,22,0.008603832616347283,0.09237501745991719,0.008603832616347283,0.06022682831443097,0.2581149784904185,12.635705905357842,3.8899491591709037,21.59225655064529,0.00727802037845706,0.01014370245139476,102.05694538453214,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3428,27,0.010168165819319515,0.10599203522531463,0.010168165819319515,0.07391474384043802,0.3120844739929605,12.635705905357842,3.8899491591709037,21.59225655064529,0.008005822416302766,0.01267962806424345,98.0285950150034,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3430,52,0.01994524833789597,0.14392022921284792,0.01994524833789597,0.14235432147047322,0.6100899491591709,12.635705905357842,3.8899491591709037,21.59225655064529,0.019650655021834062,0.02028740490278952,147.7432596599265,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3431,30,0.011732499022291749,0.10770043553436708,0.011732499022291749,0.08212749315604223,0.35197497066875244,12.635705905357842,3.8899491591709037,21.59225655064529,0.010917030567685589,0.01267962806424345,85.1211971059824,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3441,22,0.008212749315604223,0.09651744124342772,0.008212749315604223,0.06022682831443097,0.2581149784904185,12.635705905357842,3.8899491591709037,21.59225655064529,0.008733624454148471,0.0076077768385460695,78.50853747847016,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3449,26,0.009777082518576457,0.10416901910714153,0.009777082518576457,0.07117716073523661,0.30504497457958546,12.635705905357842,3.8899491591709037,21.59225655064529,0.008733624454148471,0.01098901098901099,85.62199983033508,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3452,28,0.010950332420805632,0.10408967237547517,0.010950332420805632,0.07665232694563942,0.3285099726241689,12.635705905357842,3.8899491591709037,21.59225655064529,0.010189228529839884,0.011834319526627219,153.9718468350585,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3454,33,0.012905748924520923,0.11289009966816038,0.012905748924520923,0.09034024247164646,0.3871724677356277,12.635705905357842,3.8899491591709037,21.59225655064529,0.012372634643377001,0.013524936601859678,19.252366494094577,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3455,30,0.010559249120062574,0.11809657765857531,0.010559249120062574,0.08212749315604223,0.35197497066875244,12.635705905357842,3.8899491591709037,21.59225655064529,0.010917030567685589,0.01014370245139476,145.4941909588073,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3461,30,0.011732499022291749,0.10770043553436719,0.011732499022291749,0.08212749315604223,0.35197497066875244,12.635705905357842,3.8899491591709037,21.59225655064529,0.009461426491994178,0.014370245139475908,87.2877972495639,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3462,60,0.023464998044583497,0.15140461305195932,0.023464998044583497,0.16425498631208446,0.7039499413375049,12.635705905357842,3.8899491591709037,21.59225655064529,0.024745269286754003,0.02197802197802198,155.02335605739472,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3464,135,0.05201407899882675,0.22714161339736846,0.05201407899882675,0.36957371920219007,1.583887368009386,12.635705905357842,3.8899491591709037,21.59225655064529,0.055312954876273655,0.04818258664412511,230.05802591379177,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3471,41,0.01564333202972233,0.12870881137880863,0.01564333202972233,0.11224090731325773,0.47946812671098943,12.635705905357842,3.8899491591709037,21.59225655064529,0.016739446870451237,0.014370245139475908,156.1909397800176,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3472,52,0.02033633163863903,0.1411756344530464,0.02033633163863903,0.14000782166601486,0.5987485334376222,12.635705905357842,3.8899491591709037,21.59225655064529,0.022561863173216887,0.01775147928994083,17.62491451681283,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3475,33,0.012905748924520923,0.11289009966816019,0.012905748924520923,0.09034024247164646,0.3871724677356277,12.635705905357842,3.8899491591709037,21.59225655064529,0.011644832605531296,0.014370245139475908,77.63093394620294,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3477,37,0.014470082127493155,0.1194415260864766,0.014470082127493155,0.10129057489245209,0.43410246382479467,12.635705905357842,3.8899491591709037,21.59225655064529,0.019650655021834062,0.0084530853761623,79.11088139194098,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3488,21,0.008212749315604223,0.09026896920535656,0.008212749315604223,0.057489245209229566,0.24638247946812672,12.635705905357842,3.8899491591709037,21.59225655064529,0.009461426491994178,0.006762468300929839,147.3335403904979,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3489,41,0.016034415330465387,0.12563234262357448,0.016034415330465387,0.11224090731325773,0.48103245991396165,12.635705905357842,3.8899491591709037,21.59225655064529,0.013100436681222707,0.01944209636517329,154.99113140734443,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3491,49,0.019163081736409855,0.13712480321536588,0.019163081736409855,0.134141572154869,0.5748924520922957,12.635705905357842,3.8899491591709037,21.59225655064529,0.024017467248908297,0.013524936601859678,215.5105110609993,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3505,27,0.010559249120062574,0.10223423554634614,0.010559249120062574,0.07391474384043802,0.31638639030113413,12.635705905357842,3.8899491591709037,21.59225655064529,0.008733624454148471,0.01267962806424345,154.28983415915022,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3507,22,0.008603832616347283,0.09237501745991714,0.008603832616347283,0.06022682831443097,0.2581149784904185,12.635705905357842,3.8899491591709037,21.59225655064529,0.008733624454148471,0.0084530853761623,215.99151976496543,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3508,22,0.008603832616347283,0.0923750174599172,0.008603832616347283,0.06022682831443097,0.2581149784904185,12.635705905357842,3.8899491591709037,21.59225655064529,0.011644832605531296,0.00507185122569738,79.6980568066795,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3511,59,0.023073914743840438,0.15016766715589222,0.023073914743840438,0.16151740320688307,0.6922174423152131,12.635705905357842,3.8899491591709037,21.59225655064529,0.024017467248908297,0.02197802197802198,84.54978951939317,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3517,39,0.015252248728979272,0.12257852119120115,0.015252248728979272,0.1067657411028549,0.4575674618693782,12.635705905357842,3.8899491591709037,21.59225655064529,0.018922852983988356,0.01098901098901099,143.18928422122747,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3520,66,0.025420414548298787,0.1610514662512445,0.025420414548298787,0.18068048494329292,0.7743449354712554,12.635705905357842,3.8899491591709037,21.59225655064529,0.029839883551673944,0.02028740490278952,155.15138376378573,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3521,59,0.02268283144309738,0.1527507802680606,0.02268283144309738,0.16151740320688307,0.6922174423152131,12.635705905357842,3.8899491591709037,21.59225655064529,0.020378457059679767,0.0253592561284869,79.73327926695157,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3524,58,0.022291748142354323,0.15152381418825955,0.022291748142354323,0.1583887368009386,0.671098944075088,12.635705905357842,3.8899491591709037,21.59225655064529,0.023289665211062592,0.021132713440405747,80.41629717799573,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3527,29,0.01134141572154869,0.10591116494850411,0.01134141572154869,0.07938991005084083,0.3402424716464607,12.635705905357842,3.8899491591709037,21.59225655064529,0.013100436681222707,0.009298393913778529,78.87563119691592,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3530,29,0.01134141572154869,0.10591116494850408,0.01134141572154869,0.07938991005084083,0.3402424716464607,12.635705905357842,3.8899491591709037,21.59225655064529,0.011644832605531296,0.01098901098901099,80.10827800616556,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3534,37,0.014470082127493155,0.11944152608647683,0.014470082127493155,0.10129057489245209,0.43410246382479467,12.635705905357842,3.8899491591709037,21.59225655064529,0.01601164483260553,0.01267962806424345,79.99315588553708,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3535,32,0.012514665623777864,0.11118850518583892,0.012514665623777864,0.08760265936644505,0.37543996871333596,12.635705905357842,3.8899491591709037,21.59225655064529,0.011644832605531296,0.013524936601859678,79.36575368411492,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3536,50,0.019554165037152915,0.1384893511102846,0.019554165037152915,0.13687915526007038,0.5866249511145875,12.635705905357842,3.8899491591709037,21.59225655064529,0.021106259097525473,0.01775147928994083,228.653795202928,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3537,51,0.019554165037152915,0.1426098022105377,0.019554165037152915,0.1396167383652718,0.5983574501368791,12.635705905357842,3.8899491591709037,21.59225655064529,0.019650655021834062,0.01944209636517329,162.5457061443921,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3538,52,0.019554165037152915,0.14925809058002765,0.019554165037152915,0.14235432147047322,0.6100899491591709,12.635705905357842,3.8899491591709037,21.59225655064529,0.016739446870451237,0.02282333051563821,84.25256541166019,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3539,30,0.01134141572154869,0.11127379038996967,0.01134141572154869,0.08212749315604223,0.35197497066875244,12.635705905357842,3.8899491591709037,21.59225655064529,0.010917030567685589,0.011834319526627219,310.78353927342397,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3542,64,0.024247164646069613,0.16117492465668892,0.024247164646069613,0.1752053187328901,0.7508799374266719,12.635705905357842,3.8899491591709037,21.59225655064529,0.025473071324599708,0.02282333051563821,81.07820125342863,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3543,36,0.014078998826750098,0.11783976953529009,0.014078998826750098,0.09855299178725069,0.42236996480250294,12.635705905357842,3.8899491591709037,21.59225655064529,0.017467248908296942,0.01014370245139476,16.54210584364942,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3545,46,0.01759874853343762,0.13585132335090544,0.01759874853343762,0.12592882283926476,0.5396949550254204,12.635705905357842,3.8899491591709037,21.59225655064529,0.019650655021834062,0.015215553677092139,78.88370869383371,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3548,50,0.018771998435666796,0.14402862770249797,0.018771998435666796,0.13687915526007038,0.5866249511145875,12.635705905357842,3.8899491591709037,21.59225655064529,0.023289665211062592,0.013524936601859678,80.34903500823917,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3549,87,0.033242080563159956,0.1855920300087487,0.033242080563159956,0.2381697301525225,1.0207274149393821,12.635705905357842,3.8899491591709037,21.59225655064529,0.04002911208151383,0.0253592561284869,216.0003682415993,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3551,67,0.025420414548298787,0.1645932377277332,0.025420414548298787,0.18341806804849434,0.7782557684786859,12.635705905357842,3.8899491591709037,21.59225655064529,0.028384279475982533,0.02197802197802198,230.31055458634216,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3552,56,0.021900664841611264,0.14638786289886271,0.021900664841611264,0.15330465389127884,0.6570199452483378,12.635705905357842,3.8899491591709037,21.59225655064529,0.024017467248908297,0.01944209636517329,79.69501309446461,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3555,44,0.017207665232694565,0.13006989623580253,0.017207665232694565,0.12045365662886194,0.516229956980837,12.635705905357842,3.8899491591709037,21.59225655064529,0.016739446870451237,0.01775147928994083,303.74152237904855,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3556,69,0.026202581149784906,0.1668286213181316,0.026202581149784906,0.18889323425889715,0.8079780993351584,12.635705905357842,3.8899491591709037,21.59225655064529,0.026928675400291122,0.0253592561284869,14.63128559236621,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3565,31,0.011732499022291749,0.11297680898893167,0.011732499022291749,0.08486507626124365,0.362534219788815,12.635705905357842,3.8899491591709037,21.59225655064529,0.00727802037845706,0.0169061707523246,78.52718685152973,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3566,22,0.008603832616347283,0.09237501745991714,0.008603832616347283,0.06022682831443097,0.2581149784904185,12.635705905357842,3.8899491591709037,21.59225655064529,0.009461426491994178,0.0076077768385460695,12.197633991033792,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3569,28,0.010950332420805632,0.1040896723754751,0.010950332420805632,0.07665232694563942,0.3285099726241689,12.635705905357842,3.8899491591709037,21.59225655064529,0.009461426491994178,0.01267962806424345,78.99691809821788,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3573,58,0.021900664841611264,0.15408419412651223,0.021900664841611264,0.15877982010168165,0.6804849432929214,12.635705905357842,3.8899491591709037,21.59225655064529,0.027656477438136828,0.015215553677092139,78.86195045289679,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3576,40,0.01564333202972233,0.12411544098636831,0.01564333202972233,0.10950332420805632,0.4692999608916699,12.635705905357842,3.8899491591709037,21.59225655064529,0.016739446870451237,0.014370245139475908,229.4468121135329,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3578,29,0.01134141572154869,0.10591116494850417,0.01134141572154869,0.07938991005084083,0.3402424716464607,12.635705905357842,3.8899491591709037,21.59225655064529,0.015283842794759825,0.006762468300929839,68.54761007076698,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3579,115,0.04301916308173641,0.218319735221165,0.04301916308173641,0.3148220570981619,1.349237387563551,12.635705905357842,3.8899491591709037,21.59225655064529,0.048034934497816595,0.037193575655114115,82.6400607319265,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3580,26,0.010168165819319515,0.10034297149419853,0.010168165819319515,0.07117716073523661,0.30504497457958546,12.635705905357842,3.8899491591709037,21.59225655064529,0.009461426491994178,0.01098901098901099,95.02097195327616,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3581,26,0.010168165819319515,0.10034297149419837,0.010168165819319515,0.07117716073523661,0.30504497457958546,12.635705905357842,3.8899491591709037,21.59225655064529,0.011644832605531296,0.0084530853761623,158.32851284672458,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3582,26,0.010168165819319515,0.10034297149419813,0.010168165819319515,0.07117716073523661,0.30230739147438407,12.635705905357842,3.8899491591709037,21.59225655064529,0.010189228529839884,0.01014370245139476,162.64111591599854,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3584,33,0.012514665623777864,0.11630411521758688,0.012514665623777864,0.09034024247164646,0.3871724677356277,12.635705905357842,3.8899491591709037,21.59225655064529,0.013828238719068414,0.01098901098901099,15.078103442921412,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3595,24,0.009385999217833398,0.09644449135874779,0.009385999217833398,0.06570199452483379,0.28157997653500194,12.635705905357842,3.8899491591709037,21.59225655064529,0.008733624454148471,0.01014370245139476,118.7821788740853,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3599,20,0.007821666014861166,0.08811086051164634,0.007821666014861166,0.05475166210402816,0.23464998044583496,12.635705905357842,3.8899491591709037,21.59225655064529,0.00727802037845706,0.0084530853761623,163.8164430856352,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3607,27,0.010559249120062574,0.1022342355463463,0.010559249120062574,0.07391474384043802,0.3167774736018772,12.635705905357842,3.8899491591709037,21.59225655064529,0.008005822416302766,0.013524936601859678,31.528385419704147,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3613,26,0.010168165819319515,0.10034297149419825,0.010168165819319515,0.07117716073523661,0.30504497457958546,12.635705905357842,3.8899491591709037,21.59225655064529,0.013828238719068414,0.005917159763313609,147.14480226512478,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3614,73,0.027766914352757136,0.17120112942869425,0.027766914352757136,0.19984356667970277,0.8564724286272977,12.635705905357842,3.8899491591709037,21.59225655064529,0.03420669577874818,0.02028740490278952,87.70419126604176,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3618,30,0.011732499022291749,0.10770043553436716,0.011732499022291749,0.08212749315604223,0.35197497066875244,12.635705905357842,3.8899491591709037,21.59225655064529,0.011644832605531296,0.011834319526627219,79.3533704873257,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3620,40,0.015252248728979272,0.12722859468177458,0.015252248728979272,0.10950332420805632,0.4692999608916699,12.635705905357842,3.8899491591709037,21.59225655064529,0.016739446870451237,0.013524936601859678,87.50503009176963,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3621,76,0.028157997653500196,0.17882977153967203,0.028157997653500196,0.208056315995307,0.8916699256941728,12.635705905357842,3.8899491591709037,21.59225655064529,0.028384279475982533,0.027895181741335588,230.85078784537353,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3624,37,0.01368791552600704,0.1258221895405718,0.01368791552600704,0.10129057489245209,0.43410246382479467,12.635705905357842,3.8899491591709037,21.59225655064529,0.015283842794759825,0.011834319526627219,87.60687812385437,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3629,39,0.014861165428236215,0.12572973582601776,0.014861165428236215,0.1067657411028549,0.4556120453656629,12.635705905357842,3.8899491591709037,21.59225655064529,0.013100436681222707,0.0169061707523246,179.51851922032355,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3631,63,0.024247164646069613,0.15755341690407665,0.024247164646069613,0.1724677356276887,0.7391474384043801,12.635705905357842,3.8899491591709037,21.59225655064529,0.022561863173216887,0.026204564666103127,106.19214415753416,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3635,28,0.010950332420805632,0.10408967237547506,0.010950332420805632,0.07665232694563942,0.3253813062182245,12.635705905357842,3.8899491591709037,21.59225655064529,0.015283842794759825,0.005917159763313609,229.60604316350336,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3636,23,0.00899491591709034,0.09443248851994736,0.00899491591709034,0.06296441141963238,0.2698474775127102,12.635705905357842,3.8899491591709037,21.59225655064529,0.008733624454148471,0.009298393913778529,88.58061141250248,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3637,26,0.009777082518576457,0.10416901910714153,0.009777082518576457,0.07117716073523661,0.30504497457958546,12.635705905357842,3.8899491591709037,21.59225655064529,0.009461426491994178,0.01014370245139476,212.6553796574157,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3650,29,0.010950332420805632,0.10954290243647824,0.010950332420805632,0.07938991005084083,0.3402424716464607,12.635705905357842,3.8899491591709037,21.59225655064529,0.005822416302765648,0.0169061707523246,76.80758230661789,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3653,25,0.009777082518576457,0.09841381471547941,0.009777082518576457,0.06843957763003519,0.29331247555729373,12.635705905357842,3.8899491591709037,21.59225655064529,0.00727802037845706,0.01267962806424345,274.50770839998853,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3660,61,0.023464998044583497,0.15517265238846167,0.023464998044583497,0.16699256941728588,0.7156824403597967,12.635705905357842,3.8899491591709037,21.59225655064529,0.026928675400291122,0.01944209636517329,7.972298271858789,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3662,61,0.021509581540868204,0.16730485682299562,0.021509581540868204,0.16699256941728588,0.7066875244427063,12.635705905357842,3.8899491591709037,21.59225655064529,0.021106259097525473,0.02197802197802198,246.88996231947704,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3663,31,0.012123582323034806,0.10945906429283525,0.012123582323034806,0.08486507626124365,0.36370746969104417,12.635705905357842,3.8899491591709037,21.59225655064529,0.012372634643377001,0.011834319526627219,275.3055408413932,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3666,24,0.009385999217833398,0.09644449135874769,0.009385999217833398,0.06570199452483379,0.28157997653500194,12.635705905357842,3.8899491591709037,21.59225655064529,0.009461426491994178,0.009298393913778529,81.17193222719735,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3671,37,0.014470082127493155,0.11944152608647675,0.014470082127493155,0.10129057489245209,0.43410246382479467,12.635705905357842,3.8899491591709037,21.59225655064529,0.016739446870451237,0.011834319526627219,137.06604668328822,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3676,20,0.007430582714118107,0.09244455826905844,0.007430582714118107,0.05475166210402816,0.23464998044583496,12.635705905357842,3.8899491591709037,21.59225655064529,0.009461426491994178,0.00507185122569738,76.2115828140907,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3678,20,0.007430582714118107,0.09244455826905836,0.007430582714118107,0.05475166210402816,0.23464998044583496,12.635705905357842,3.8899491591709037,21.59225655064529,0.005822416302765648,0.009298393913778529,138.11500576916995,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3680,75,0.028549080954243255,0.1733407325448984,0.028549080954243255,0.2053187328901056,0.8799374266718811,12.635705905357842,3.8899491591709037,21.59225655064529,0.03129548762736536,0.0253592561284869,74.05146285584306,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3682,52,0.01994524833789597,0.14392022921284814,0.01994524833789597,0.14235432147047322,0.6100899491591709,12.635705905357842,3.8899491591709037,21.59225655064529,0.025473071324599708,0.013524936601859678,143.7538680641906,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3684,27,0.010559249120062574,0.10223423554634635,0.010559249120062574,0.07391474384043802,0.3167774736018772,12.635705905357842,3.8899491591709037,21.59225655064529,0.012372634643377001,0.0084530853761623,138.01238976863894,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3686,28,0.010559249120062574,0.10778280247187991,0.010559249120062574,0.07665232694563942,0.3285099726241689,12.635705905357842,3.8899491591709037,21.59225655064529,0.01455604075691412,0.005917159763313609,21.514298865469193,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3687,34,0.012905748924520923,0.1179306241915099,0.012905748924520923,0.09307782557684786,0.3989049667579194,12.635705905357842,3.8899491591709037,21.59225655064529,0.010189228529839884,0.016060862214708368,137.92690918643763,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3692,45,0.017207665232694565,0.1344554546837275,0.017207665232694565,0.12319123973406336,0.5263981228001564,12.635705905357842,3.8899491591709037,21.59225655064529,0.018195050946142648,0.016060862214708368,143.48982293548536,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3699,40,0.01564333202972233,0.12411544098636822,0.01564333202972233,0.10950332420805632,0.4692999608916699,12.635705905357842,3.8899491591709037,21.59225655064529,0.01601164483260553,0.015215553677092139,220.26329012778135,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3701,27,0.010559249120062574,0.10223423554634631,0.010559249120062574,0.07391474384043802,0.3167774736018772,12.635705905357842,3.8899491591709037,21.59225655064529,0.010189228529839884,0.01098901098901099,25.718908220682312,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3704,24,0.009385999217833398,0.0964444913587478,0.009385999217833398,0.06570199452483379,0.28157997653500194,12.635705905357842,3.8899491591709037,21.59225655064529,0.010189228529839884,0.0084530853761623,86.21395248156546,0,0,0,0,0,0,0,1,0,0,0,0,0,0
