date,total_crashes,crash_rate,avg_crashes_last_7_days,avg_crashes_last_30_days,temperature_2m_mean,precipitation_sum,windspeed_10m_max,rain_indicator,hidden_state,state_probability_max,state_label
2018-01-01,282,0.023022077141139078,0.0,0.0,-11.0,0.0,21.6,0.0,2,1.0,High Risk Regime
2018-01-02,382,0.03169830770552358,0.02422472296194485,0.02422472296194485,-7.8,0.0,19.9,0.0,2,1.0,High Risk Regime
2018-01-03,397,0.032299630615926465,0.0570397732153595,0.0570397732153595,-6.8,0.0,12.7,0.0,2,1.0,High Risk Regime
2018-01-04,263,0.021905334593248,0.09114337256249463,0.09114337256249463,-5.0,20.1,52.4,1.0,2,1.0,High Risk Regime
2018-01-05,384,0.03161240443260888,0.11373593333906022,0.11373593333906022,-12.0,0.0,34.6,0.0,2,1.0,High Risk Regime
2018-01-06,343,0.02774675715144747,0.14672279013830428,0.14672279013830428,-14.4,0.0,27.6,0.0,2,1.0,High Risk Regime
2018-01-07,285,0.023022077141139078,0.1761876127480457,0.1761876127480457,-14.7,0.0,21.0,0.0,2,1.0,High Risk Regime
2018-01-08,435,0.03479082553045271,0.20067004552873466,0.20067004552873466,-6.0,1.0,21.3,1.0,2,1.0,High Risk Regime
2018-01-09,416,0.034275405892964524,0.21381324628468346,0.2380379692466283,-0.2,0.0,20.6,0.0,2,1.0,High Risk Regime
2018-01-10,417,0.033588179709646934,0.2167339575637832,0.2737737307791427,-3.8,0.0,14.0,0.0,2,1.0,High Risk Regime
2018-01-11,411,0.03384588952839103,0.21845202302207714,0.3095953955845718,4.5,0.0,14.2,0.0,2,1.0,High Risk Regime
2018-01-12,423,0.034619018984623315,0.23116570741345246,0.3449016407525127,11.8,28.9,35.3,1.0,2,1.0,High Risk Regime
2018-01-13,378,0.030925178249291297,0.23451593505712567,0.38123872519542995,2.6,8.8,29.7,1.0,2,1.0,High Risk Regime
2018-01-14,324,0.0263723047848123,0.2375225496091401,0.41371016235718583,-7.4,0.0,23.8,0.0,2,1.0,High Risk Regime
2018-01-15,297,0.024482432780688946,0.24087277725281334,0.441542822781548,-5.4,0.0,20.2,0.0,2,1.0,High Risk Regime
2018-01-16,385,0.03204192079718237,0.22901812559058501,0.4670560948372133,-1.0,0.0,12.7,0.0,2,1.0,High Risk Regime
2018-01-17,357,0.029293016063912033,0.22635512413022937,0.5001288549093721,-0.5,6.5,21.0,1.0,2,1.0,High Risk Regime
2018-01-18,393,0.03161240443260888,0.22120092775534747,0.5307963233399192,-4.6,0.0,25.5,0.0,2,1.0,High Risk Regime
2018-01-19,366,0.0307533717034619,0.21965466884288293,0.5645563095953956,-1.5,0.0,18.1,0.0,2,1.0,High Risk Regime
2018-01-20,329,0.026801821149385792,0.21475818228674512,0.595996907482175,3.9,0.0,25.7,0.0,2,1.0,High Risk Regime
2018-01-21,254,0.020874495318271628,0.2105489219139249,0.6242590842711108,4.3,0.0,10.8,0.0,2,1.0,High Risk Regime
2018-01-22,345,0.02809037024310626,0.20453569280989606,0.646078515591444,6.3,0.5,12.7,1.0,2,1.0,High Risk Regime
2018-01-23,334,0.02740314405978868,0.20865904990980155,0.6757151447470149,9.0,7.5,35.1,1.0,2,1.0,High Risk Regime
2018-01-24,369,0.03006614552014432,0.20427798299115196,0.704406837900524,2.6,0.0,26.4,0.0,2,1.0,High Risk Regime
2018-01-25,387,0.031440597886779484,0.20530882226612834,0.7361051456060476,-2.8,0.0,24.5,0.0,2,1.0,High Risk Regime
2018-01-26,430,0.034962632076282106,0.20479340262864015,0.7693497122240357,-2.5,0.0,13.2,0.0,2,1.0,High Risk Regime
2018-01-27,330,0.027145434241044583,0.2102912120951808,0.8062881195773559,4.9,0.0,27.0,0.0,2,1.0,High Risk Regime
2018-01-28,263,0.02156172150158921,0.21037711536809553,0.8346361996392062,8.5,4.1,24.0,1.0,2,1.0,High Risk Regime
2018-01-29,320,0.026715917876471092,0.21115024482432782,0.8572287604157719,4.1,0.5,23.2,1.0,2,1.0,High Risk Regime
2018-01-30,347,0.028949402972253242,0.20900266300146036,0.8847178077484752,-0.1,2.0,27.3,1.0,2,1.0,High Risk Regime
2018-01-31,370,0.030152048793059015,0.21011940554935143,0.9145262434498754,-3.9,0.0,25.7,0.0,2,1.0,High Risk Regime
2018-02-01,351,0.029207112790997337,0.21020530882226612,0.9220857314663689,2.8,0.1,16.7,1.0,2,1.0,High Risk Regime
2018-02-02,380,0.03126879134095009,0.207112790997337,0.9194227300060133,-2.3,5.4,33.0,1.0,2,1.0,High Risk Regime
2018-02-03,287,0.02388110987028606,0.2028176273516021,0.9179623743664633,-4.9,0.0,21.7,0.0,2,1.0,High Risk Regime
2018-02-04,347,0.02826217678893566,0.1991237866162701,0.9200240529164161,1.8,17.3,19.5,1.0,2,1.0,High Risk Regime
2018-02-05,441,0.035907568078343784,0.20633966154110472,0.9168456318185723,-0.7,1.5,32.7,1.0,2,1.0,High Risk Regime
2018-02-06,317,0.026458208057727,0.2167339575637832,0.9252641525642127,-2.0,0.0,10.2,0.0,2,1.0,High Risk Regime
2018-02-07,405,0.03221372734301177,0.21415685937634224,0.9280130572974831,0.8,25.0,26.6,1.0,2,1.0,High Risk Regime
2018-02-08,368,0.029722532428485524,0.21716347392835667,0.9254359591100421,-2.1,0.1,25.0,1.0,2,1.0,High Risk Regime
2018-02-09,352,0.028777596426423847,0.21862382956790655,0.9213126020101365,-1.9,0.1,20.1,1.0,2,1.0,High Risk Regime
2018-02-10,344,0.027918563697276865,0.216218537926295,0.9157288892706812,5.4,10.7,14.2,1.0,2,1.0,High Risk Regime
2018-02-11,301,0.024482432780688946,0.22111502448243278,0.9099733699853965,9.2,34.3,30.1,1.0,2,1.0,High Risk Regime
2018-02-12,325,0.026801821149385792,0.21716347392835667,0.8994931706898033,6.6,0.5,25.0,1.0,2,1.0,High Risk Regime
2018-02-13,391,0.032471437161755864,0.2071986942702517,0.8949402972253243,-1.4,0.0,20.1,0.0,2,1.0,High Risk Regime
2018-02-14,416,0.03341637316381754,0.21355553646593936,0.900695816510609,4.5,0.8,21.9,1.0,2,1.0,High Risk Regime
2018-02-15,384,0.031011081522205997,0.21450047246800102,0.9109183059874582,9.6,7.3,20.3,1.0,2,1.0,High Risk Regime
2018-02-16,373,0.030152048793059015,0.2158749248346362,0.9108324027145435,9.7,9.7,28.0,1.0,2,1.0,High Risk Regime
2018-02-17,373,0.03040975861180311,0.21767889356584486,0.9122068550811786,0.4,9.7,25.3,1.0,2,1.0,High Risk Regime
2018-02-18,286,0.02345159350571257,0.2201700884803711,0.9104887896228846,1.7,2.5,21.9,1.0,2,1.0,High Risk Regime
2018-02-19,250,0.020187269134954042,0.21888153938665064,0.9036165277897088,4.2,2.3,17.6,1.0,2,1.0,High Risk Regime
2018-02-20,304,0.02516965896400653,0.2124387939180483,0.8968301692294477,12.3,0.3,21.4,1.0,2,1.0,High Risk Regime
2018-02-21,371,0.030495661884717806,0.20496520917446956,0.9011253328751826,16.8,11.4,28.6,1.0,2,1.0,High Risk Regime
2018-02-22,338,0.027231337513959283,0.20109956189330813,0.9033588179709647,6.1,7.4,21.5,1.0,2,1.0,High Risk Regime
2018-02-23,328,0.027145434241044583,0.19714801133923202,0.9037024310626235,3.1,7.0,15.3,1.0,2,1.0,High Risk Regime
2018-02-24,330,0.026887724422300488,0.19328236405807062,0.9001803968731209,7.7,3.2,18.7,1.0,2,1.0,High Risk Regime
2018-02-25,293,0.024396529507774246,0.1895885233227386,0.8952839103169831,5.7,19.1,24.1,1.0,2,1.0,High Risk Regime
2018-02-26,328,0.02740314405978868,0.19018984623314147,0.8835151619276694,7.0,0.0,16.6,0.0,2,1.0,High Risk Regime
2018-02-27,384,0.031011081522205997,0.19689030152048792,0.8833433553818401,5.8,0.0,15.7,0.0,2,1.0,High Risk Regime
2018-02-28,396,0.032815050253414656,0.20376256335366377,0.8937376514045186,8.0,0.0,20.3,0.0,2,1.0,High Risk Regime
2018-03-01,392,0.03204192079718237,0.20591014517653122,0.9002663001460356,9.7,5.5,17.3,1.0,2,1.0,High Risk Regime
2018-03-02,527,0.04260802336569023,0.2105489219139249,0.9041319474271969,3.5,49.7,51.0,1.0,2,1.0,High Risk Regime
2018-03-03,352,0.02860578988059445,0.22764367322394982,0.9176187612748046,4.8,0.0,37.0,0.0,2,1.0,High Risk Regime
2018-03-04,278,0.022850270595309682,0.22953354522807318,0.9177046645477193,4.0,0.0,30.1,0.0,2,1.0,High Risk Regime
2018-03-05,367,0.030152048793059015,0.22824499613435273,0.9089425307104201,2.1,0.0,30.8,0.0,2,1.0,High Risk Regime
2018-03-06,395,0.03264324370758526,0.23159522377802594,0.9158147925435959,2.5,0.2,18.5,1.0,2,1.0,High Risk Regime
2018-03-07,263,0.021905334593248,0.23254015978008763,0.9199381496435014,1.5,34.2,41.2,1.0,2,1.0,High Risk Regime
2018-03-08,367,0.029808435701400224,0.22111502448243278,0.9046473670646852,1.6,0.0,24.4,0.0,2,1.0,High Risk Regime
2018-03-09,474,0.038398762992870025,0.21896744265956533,0.9089425307104201,1.0,0.0,31.2,0.0,2,1.0,High Risk Regime
2018-03-10,360,0.02998024224722962,0.21441456919508634,0.9148698565415342,1.4,0.0,29.5,0.0,2,1.0,High Risk Regime
2018-03-11,295,0.024052916416115455,0.2151017953784039,0.9141826303582167,1.5,0.0,20.2,0.0,2,1.0,High Risk Regime
2018-03-12,416,0.03384588952839103,0.21656215101795379,0.9092861438020788,1.9,1.1,19.1,1.0,2,1.0,High Risk Regime
2018-03-13,340,0.028004466970191565,0.220771411390774,0.9154711794519371,2.2,8.2,32.4,1.0,2,1.0,High Risk Regime
2018-03-14,346,0.02817627351602096,0.2160467313804656,0.9188214070956103,0.7,1.4,29.1,1.0,2,1.0,High Risk Regime
2018-03-15,421,0.03436130916587922,0.22317670303238554,0.920625375826819,2.5,0.0,29.1,0.0,2,1.0,High Risk Regime
2018-03-16,488,0.039085989176187615,0.22781547976977923,0.9232024740142599,0.5,0.0,37.8,0.0,2,1.0,High Risk Regime
2018-03-17,349,0.02860578988059445,0.22901812559058501,0.9293875096641182,2.0,0.0,28.3,0.0,2,1.0,High Risk Regime
2018-03-18,313,0.024997852418177133,0.22807318958852332,0.9263808951121038,0.6,0.0,23.6,0.0,2,1.0,High Risk Regime
2018-03-19,389,0.031784210978438275,0.2296194485009879,0.9212266987372218,2.0,0.0,16.1,0.0,2,1.0,High Risk Regime
2018-03-20,370,0.030581565157632506,0.22730006013229104,0.9226011511038571,0.0,0.5,19.6,1.0,2,1.0,High Risk Regime
2018-03-21,247,0.01984365604329525,0.229877158319732,0.9298170260286917,1.2,24.1,27.7,1.0,2,1.0,High Risk Regime
2018-03-22,415,0.03436130916587922,0.22137273430117688,0.9295593162099476,2.5,3.1,26.7,1.0,2,1.0,High Risk Regime
2018-03-23,458,0.03719611717206425,0.2208573146636887,0.9390945795034791,2.3,0.0,19.6,0.0,2,1.0,High Risk Regime
2018-03-24,347,0.028691693153509147,0.21828021647624773,0.9465681642470578,3.7,0.0,21.4,0.0,2,1.0,High Risk Regime
2018-03-25,288,0.024396529507774246,0.21810840993041836,0.9473412937032901,2.8,0.4,24.8,1.0,2,1.0,High Risk Regime
2018-03-26,438,0.03573576153251439,0.2159608281075509,0.9439051627867022,2.3,0.0,19.3,0.0,2,1.0,High Risk Regime
2018-03-27,371,0.030667468430547205,0.2201700884803711,0.9531827162614895,2.0,0.2,10.9,1.0,2,1.0,High Risk Regime
2018-03-28,372,0.030152048793059015,0.2202559917532858,0.959883171548836,5.6,3.7,12.4,1.0,2,1.0,High Risk Regime
2018-03-29,369,0.03032385533888841,0.23099390086762306,0.9636629155570827,8.8,1.5,14.5,1.0,2,1.0,High Risk Regime
2018-03-30,325,0.026973627695215188,0.22704235031354694,0.9623743664633623,11.6,3.9,25.1,1.0,2,1.0,High Risk Regime
2018-03-31,359,0.02989433897431492,0.2156172150158921,0.9562752340864187,6.2,0.0,27.8,0.0,2,1.0,High Risk Regime
2018-04-01,245,0.02027317240786874,0.21664805429086847,0.9534404260802336,8.8,0.0,26.1,0.0,2,1.0,High Risk Regime
2018-04-02,314,0.025856885147324114,0.21295421355553645,0.9292157031182888,1.8,12.9,18.1,1.0,2,1.0,High Risk Regime
2018-04-03,348,0.028691693153509147,0.20230220771411392,0.9259513787475303,2.7,8.5,16.3,1.0,2,1.0,High Risk Regime
2018-04-04,357,0.029121209518082638,0.20032643243707585,0.9319646078515591,9.2,1.4,40.0,1.0,2,1.0,High Risk Regime
2018-04-05,341,0.028004466970191565,0.19903788334335537,0.9311055751224122,3.3,0.0,33.8,0.0,2,1.0,High Risk Regime
2018-04-06,314,0.026114594966068206,0.19663259170174383,0.9264667983850184,6.0,2.1,30.6,1.0,2,1.0,High Risk Regime
2018-04-07,295,0.024568336053603642,0.19568765569968216,0.930847865303668,5.9,0.1,23.0,1.0,2,1.0,High Risk Regime
2018-04-08,260,0.020960398591186324,0.19018984623314147,0.9246628296538099,2.7,0.0,26.5,0.0,2,1.0,High Risk Regime
2018-04-09,366,0.02989433897431492,0.19147839532686195,0.9062795292500644,2.4,0.0,23.7,0.0,2,1.0,High Risk Regime
2018-04-10,411,0.03367408298256164,0.19594536551842626,0.9067949488875526,5.0,1.4,18.4,1.0,2,1.0,High Risk Regime
2018-04-11,351,0.029121209518082638,0.20135727171205223,0.9167597285456576,4.3,0.1,17.9,1.0,2,1.0,High Risk Regime
2018-04-12,374,0.0307533717034619,0.20084185207456404,0.9111760158062022,9.3,0.3,26.9,1.0,2,1.0,High Risk Regime
2018-04-13,453,0.036594794261661366,0.20367666008074908,0.914096727085302,18.8,0.3,27.1,1.0,2,1.0,High Risk Regime
2018-04-14,390,0.03161240443260888,0.2156172150158921,0.9232883772871746,17.3,0.0,25.9,0.0,2,1.0,High Risk Regime
2018-04-15,310,0.02551327205566532,0.22377802594278842,0.920625375826819,5.2,5.9,31.7,1.0,2,1.0,High Risk Regime
2018-04-16,427,0.034962632076282106,0.22807318958852332,0.9053345932480027,9.3,45.7,50.2,1.0,2,1.0,High Risk Regime
2018-04-17,375,0.0308392749763766,0.23331328923631992,0.9120350485353492,5.8,0.2,28.4,1.0,2,1.0,High Risk Regime
2018-04-18,410,0.03315866334507345,0.23022077141139077,0.9173610514560605,6.3,0.0,23.8,0.0,2,1.0,High Risk Regime
2018-04-19,417,0.03418950262004982,0.23528906451335796,0.9191650201872691,6.4,6.9,26.2,1.0,2,1.0,High Risk Regime
2018-04-20,438,0.0352203418950262,0.23898290524868998,0.9232024740142599,5.4,0.0,27.3,0.0,2,1.0,High Risk Regime
2018-04-21,370,0.02955072588265613,0.2376943561549695,0.9396099991409673,8.3,0.0,19.7,0.0,2,1.0,High Risk Regime
2018-04-22,334,0.027145434241044583,0.23597629069667556,0.9357443518598059,9.7,0.0,20.9,0.0,2,1.0,High Risk Regime
2018-04-23,394,0.03255734043467056,0.2380379692466283,0.9250923460183833,9.3,0.0,19.5,0.0,2,1.0,High Risk Regime
2018-04-24,411,0.03384588952839103,0.23520316124044327,0.9291297998453741,10.8,2.2,23.7,1.0,2,1.0,High Risk Regime
2018-04-25,409,0.03350227643673224,0.23829567906537238,0.939695902413882,12.3,20.2,21.4,1.0,2,1.0,High Risk Regime
2018-04-26,459,0.03702431062623486,0.2382097757924577,0.9372047074993557,14.7,1.2,24.2,1.0,2,1.0,High Risk Regime
2018-04-27,442,0.03633708444291728,0.241817713254875,0.9447641955158491,10.9,4.0,18.8,1.0,2,1.0,High Risk Regime
2018-04-28,371,0.029808435701400224,0.2421613263465338,0.950777424619878,11.2,3.0,22.7,1.0,2,1.0,High Risk Regime
2018-04-29,314,0.025685078601494715,0.2422472296194485,0.9509492311657074,10.6,1.7,28.9,1.0,2,1.0,High Risk Regime
2018-04-30,402,0.03264324370758526,0.24052916416115455,0.9500042951636457,8.2,1.0,31.9,1.0,2,1.0,High Risk Regime
2018-05-01,416,0.03367408298256164,0.24121639034447212,0.9536981358989778,14.9,0.0,18.7,0.0,2,1.0,High Risk Regime
2018-05-02,492,0.0397732153595052,0.24164590670904562,0.9683875955673911,20.8,0.0,23.7,0.0,2,1.0,High Risk Regime
2018-05-03,490,0.04046044154282278,0.24877587836096554,0.9836783781462074,22.9,0.0,26.0,0.0,2,1.0,High Risk Regime
2018-05-04,466,0.03796924662829654,0.2514388798213212,0.9958766429000945,22.7,0.0,30.1,0.0,2,1.0,High Risk Regime
2018-05-05,391,0.03126879134095009,0.25350055837127394,1.0052400996477966,18.6,0.0,26.1,0.0,2,1.0,High Risk Regime
2018-05-06,292,0.02370930332445666,0.2552186238295679,1.0095352632935315,15.4,0.8,23.2,1.0,2,1.0,High Risk Regime
2018-05-07,408,0.03298685679924405,0.25332875182544456,1.007645391289408,15.8,0.1,14.3,1.0,2,1.0,High Risk Regime
2018-05-08,445,0.03650889098874667,0.25384417146293276,1.017352461128769,14.3,0.0,15.1,0.0,2,1.0,High Risk Regime
2018-05-09,399,0.03272914698049996,0.25633536637745896,1.0332445666179881,14.7,0.0,18.8,0.0,2,1.0,High Risk Regime
2018-05-10,434,0.03470492225753801,0.24834636199639207,1.0360793746241732,14.2,2.0,22.9,1.0,2,1.0,High Risk Regime
2018-05-11,501,0.03985911863241989,0.24353577871316898,1.0380551499012112,17.5,0.0,18.4,0.0,2,1.0,High Risk Regime
2018-05-12,362,0.029722532428485524,0.2465423932651834,1.0509406408384159,13.6,8.2,19.3,1.0,2,1.0,High Risk Regime
2018-05-13,328,0.026630014603556396,0.24405119835065717,1.0499098015634396,11.7,6.3,18.0,1.0,2,1.0,High Risk Regime
2018-05-14,428,0.03487672880336741,0.24714371617558628,1.0391718924491022,14.3,5.1,16.1,1.0,2,1.0,High Risk Regime
2018-05-15,461,0.03753973026372305,0.24886178163388026,1.0424362168198609,21.7,2.9,26.8,1.0,2,1.0,High Risk Regime
2018-05-16,418,0.033588179709646934,0.2502362340005154,1.0554076110299802,15.9,11.3,17.4,1.0,2,1.0,High Risk Regime
2018-05-17,457,0.03788334335538184,0.2518683961858947,1.054634481573748,16.1,16.1,14.0,1.0,2,1.0,High Risk Regime
2018-05-18,369,0.03006614552014432,0.25384417146293276,1.0616785499527532,15.7,0.0,28.0,0.0,2,1.0,High Risk Regime
2018-05-19,357,0.029035306245167942,0.2425049394381926,1.0581565157632506,12.4,16.7,20.6,1.0,2,1.0,High Risk Regime
2018-05-20,360,0.028863499699338546,0.2420754230736191,1.0530023193883686,21.2,2.6,27.2,1.0,2,1.0,High Risk Regime
2018-05-21,387,0.031440597886779484,0.24482432780688945,1.0463018641010222,18.0,0.0,15.5,0.0,2,1.0,High Risk Regime
2018-05-22,402,0.03298685679924405,0.2413022936173868,1.047762219740572,15.4,4.6,16.6,1.0,2,1.0,High Risk Regime
2018-05-23,467,0.03822695644704063,0.23623400051541965,1.0536036422987716,19.5,4.7,17.5,1.0,2,1.0,High Risk Regime
2018-05-24,486,0.03985911863241989,0.24044326088823983,1.0598745812215444,20.8,0.0,18.1,0.0,2,1.0,High Risk Regime
2018-05-25,490,0.039945021905334596,0.2429344558027661,1.066317326690147,22.7,0.0,22.0,0.0,2,1.0,High Risk Regime
2018-05-26,367,0.02989433897431492,0.25332875182544456,1.0732754917962375,23.9,3.9,20.0,1.0,2,1.0,High Risk Regime
2018-05-27,274,0.022764367322394983,0.2541877845545915,1.0653723906880852,16.7,16.9,29.2,1.0,2,1.0,High Risk Regime
2018-05-28,238,0.01941413967872176,0.2468001030839275,1.0509406408384159,15.5,0.0,17.4,0.0,2,1.0,High Risk Regime
2018-05-29,471,0.03882827935744352,0.23400051541963748,1.039515505540761,22.4,0.0,13.7,0.0,2,1.0,High Risk Regime
2018-05-30,436,0.03556395498668499,0.23992784125075164,1.0530023193883686,18.7,0.0,19.6,0.0,2,1.0,High Risk Regime
2018-05-31,380,0.0307533717034619,0.237264839790396,1.0559230306674685,18.1,3.5,16.1,1.0,2,1.0,High Risk Regime
2018-06-01,467,0.038055149901211234,0.228159092861438,1.0528305128425393,20.5,7.6,12.1,1.0,2,1.0,High Risk Regime
2018-06-02,372,0.030581565157632506,0.22618331758439997,1.050682931019672,23.4,2.4,18.4,1.0,2,1.0,High Risk Regime
2018-06-03,323,0.026544111330641697,0.22661283394897347,1.0405463448157375,16.1,10.1,24.5,1.0,2,1.0,High Risk Regime
2018-06-04,417,0.034275405892964524,0.23082209432179365,1.0282621767889357,15.4,6.9,18.6,1.0,2,1.0,High Risk Regime
2018-06-05,425,0.034962632076282106,0.24619878017352462,1.0304956618847179,18.1,0.4,26.3,1.0,2,1.0,High Risk Regime
2018-06-06,379,0.031440597886779484,0.2422472296194485,1.0419207971823727,16.7,0.6,16.3,1.0,2,1.0,High Risk Regime
2018-06-07,427,0.034962632076282106,0.23735074306331072,1.0394296022678464,16.6,0.2,19.1,1.0,2,1.0,High Risk Regime
2018-06-08,458,0.03753973026372305,0.24138819689030153,1.0378833433553818,20.4,0.5,15.0,1.0,2,1.0,High Risk Regime
2018-06-09,438,0.03564985825959969,0.24061506743406924,1.042951636457349,21.4,0.5,14.1,1.0,2,1.0,High Risk Regime
2018-06-10,327,0.027574950605618074,0.2462846834464393,1.0432952495490078,17.7,3.7,14.3,1.0,2,1.0,High Risk Regime
2018-06-11,409,0.033330469890902846,0.2466282965380981,1.0283480800618503,16.6,1.7,19.0,1.0,2,1.0,High Risk Regime
2018-06-12,421,0.03375998625547633,0.24594107035478052,1.0323855338888412,16.8,0.0,26.8,0.0,2,1.0,High Risk Regime
2018-06-13,426,0.034962632076282106,0.24559745726312174,1.0403745382699081,20.0,2.0,20.5,1.0,2,1.0,High Risk Regime
2018-06-14,508,0.04097586118031097,0.24963491109011254,1.0402027317240787,22.8,0.1,26.4,1.0,2,1.0,High Risk Regime
2018-06-15,470,0.03753973026372305,0.2565930761962031,1.0442401855510695,19.6,0.0,22.0,0.0,2,1.0,High Risk Regime
2018-06-16,393,0.03212782407009707,0.25762391547117947,1.0487071557426337,21.3,0.0,12.3,0.0,2,1.0,High Risk Regime
2018-06-17,374,0.030581565157632506,0.25375826819001807,1.0432093462760932,23.1,0.0,18.7,0.0,2,1.0,High Risk Regime
2018-06-18,468,0.038570569538699424,0.25779572201700884,1.0436388626406665,26.2,0.5,21.2,1.0,2,1.0,High Risk Regime
2018-06-19,515,0.04226441027403144,0.26286401511897606,1.053174125934198,26.4,4.0,21.8,1.0,2,1.0,High Risk Regime
2018-06-20,432,0.03539214844085559,0.27093892277295767,1.0664891332359763,22.2,0.4,19.5,1.0,2,1.0,High Risk Regime
2018-06-21,501,0.04054634481573748,0.27145434241044586,1.0703547805171376,23.1,9.0,17.0,1.0,2,1.0,High Risk Regime
2018-06-22,458,0.03633708444291728,0.2708530195000429,1.0788592045356928,20.3,0.0,20.2,0.0,2,1.0,High Risk Regime
2018-06-23,313,0.026200498238982906,0.2698221802250666,1.0780860750794605,18.7,11.0,18.3,1.0,2,1.0,High Risk Regime
2018-06-24,354,0.028777596426423847,0.26294991839189075,1.0632248088652179,22.6,4.3,23.9,1.0,2,1.0,High Risk Regime
2018-06-25,437,0.03607937462417318,0.2612318529335968,1.0515419637488188,22.2,0.0,24.9,0.0,2,1.0,High Risk Regime
2018-06-26,489,0.0396014088136758,0.25856885147324116,1.0575551928528477,19.7,0.0,22.0,0.0,2,1.0,High Risk Regime
2018-06-27,323,0.026715917876471092,0.25633536637745896,1.0760243965295078,20.1,6.5,25.8,1.0,2,1.0,High Risk Regime
2018-06-28,473,0.039085989176187615,0.2469719096297569,1.0833261747272571,23.4,17.6,21.9,1.0,2,1.0,High Risk Regime
2018-06-29,539,0.043552959367751914,0.24456661798814536,1.0834979812730865,25.5,0.0,15.8,0.0,2,1.0,High Risk Regime
2018-06-30,406,0.033330469890902846,0.25152478309423587,1.0923460183833005,25.5,0.0,18.2,0.0,2,1.0,High Risk Regime
2018-07-01,343,0.028004466970191565,0.2595137874753028,1.0945795034790826,27.6,0.0,13.6,0.0,2,1.0,High Risk Regime
2018-07-02,441,0.03573576153251439,0.25856885147324116,1.08392749763766,26.7,0.0,21.2,0.0,2,1.0,High Risk Regime
2018-07-03,418,0.03479082553045271,0.2589124645648999,1.0898548234687742,26.7,0.6,13.0,1.0,2,1.0,High Risk Regime
2018-07-04,219,0.018555106949574778,0.2528133321879564,1.0980156343956704,25.7,10.4,11.2,1.0,2,1.0,High Risk Regime
2018-07-05,426,0.03470492225753801,0.24387939180482776,1.0810067863585602,26.1,0.1,22.0,1.0,2,1.0,High Risk Regime
2018-07-06,412,0.03393179280130573,0.23984193797783696,1.081092689631475,24.8,6.1,21.2,1.0,2,1.0,High Risk Regime
2018-07-07,325,0.025856885147324114,0.2289322223176703,1.08392749763766,20.2,0.0,21.5,0.0,2,1.0,High Risk Regime
2018-07-08,335,0.02740314405978868,0.22197405721157976,1.0751653638003609,20.9,0.0,17.8,0.0,2,1.0,High Risk Regime
2018-07-09,389,0.03212782407009707,0.2212868310282622,1.064599261231853,22.7,0.0,23.9,0.0,2,1.0,High Risk Regime
2018-07-10,430,0.03539214844085559,0.21681986083669788,1.0603900008590328,25.6,0.9,25.4,1.0,2,1.0,High Risk Regime
2018-07-11,372,0.0307533717034619,0.21785070011167426,1.0692380379692465,24.5,1.4,18.7,1.0,2,1.0,High Risk Regime
2018-07-12,411,0.03350227643673224,0.23099390086762306,1.0660596168714027,23.1,0.0,18.0,0.0,2,1.0,High Risk Regime
2018-07-13,456,0.03736792371789365,0.22970535177390258,1.0652005841422558,22.9,0.0,22.3,0.0,2,1.0,High Risk Regime
2018-07-14,335,0.02740314405978868,0.2334850957821493,1.0677776823296967,25.5,0.0,28.5,0.0,2,1.0,High Risk Regime
2018-07-15,326,0.027145434241044583,0.23434412851129627,1.052916416115454,24.6,10.7,15.5,1.0,2,1.0,High Risk Regime
2018-07-16,427,0.03479082553045271,0.233570999055064,1.0405463448157375,26.7,0.4,24.2,1.0,2,1.0,High Risk Regime
2018-07-17,425,0.03470492225753801,0.23683532342582253,1.0434670560948371,25.5,37.9,20.5,1.0,2,1.0,High Risk Regime
2018-07-18,419,0.03393179280130573,0.23640580706124903,1.0478481230134868,24.2,0.0,20.5,0.0,2,1.0,High Risk Regime
2018-07-19,462,0.03762563353663775,0.24044326088823983,1.0436388626406665,22.2,0.0,15.5,0.0,2,1.0,High Risk Regime
2018-07-20,441,0.03582166480542909,0.24482432780688945,1.0390859891761877,21.9,0.0,21.5,0.0,2,1.0,High Risk Regime
2018-07-21,375,0.0307533717034619,0.24353577871316898,1.03985911863242,21.2,11.6,29.2,1.0,2,1.0,High Risk Regime
2018-07-22,309,0.02516965896400653,0.2469719096297569,1.029035306245168,23.7,23.0,34.4,1.0,2,1.0,High Risk Regime
2018-07-23,396,0.032471437161755864,0.24551155399020702,1.016235718580878,23.9,15.1,27.4,1.0,2,1.0,High Risk Regime
2018-07-24,393,0.03255734043467056,0.24284855252985138,1.0233656902327979,24.5,8.2,33.0,1.0,2,1.0,High Risk Regime
2018-07-25,418,0.03367408298256164,0.24009964779658105,1.026715917876471,23.2,25.6,24.5,1.0,2,1.0,High Risk Regime
2018-07-26,376,0.031096984795120693,0.24001374452366636,1.025083755691092,24.8,1.8,13.1,1.0,2,1.0,High Risk Regime
2018-07-27,476,0.038055149901211234,0.23262606305300232,1.015376685851731,25.2,4.0,19.9,1.0,2,1.0,High Risk Regime
2018-07-28,398,0.03161240443260888,0.23563267760501674,1.0285198866076797,24.5,2.5,18.7,1.0,2,1.0,High Risk Regime
2018-07-29,262,0.021733528047418606,0.23760845288205482,1.0220771411390774,23.9,0.0,14.6,0.0,2,1.0,High Risk Regime
2018-07-30,349,0.028949402972253242,0.233570999055064,0.998281934541706,22.9,0.9,13.2,1.0,2,1.0,High Risk Regime
